,url,title,similarity
0,https://cdn.myanimelist.net/r/360x360/images/characters/3/294038.jpg?s=dd182d570fe259e8e80764bfb9929e7e,Detective Stransky (Monster) - MyAnimeList.net,0.5819721221923828
1,https://static.wikia.nocookie.net/voiceacting/images/e/e7/Monster_new.jpg/revision/latest/scale-to-width-down/727?cb=20220410194951,Monster | Anime Voice-Over Wiki | Fandom,0.575487494468689
2,https://static.wikia.nocookie.net/obluda/images/c/c2/Lunge18.jpg/revision/latest/scale-to-width-down/640?cb=20121114051047,Heinrich Lunge | Naoki Urasawa's Monster Wiki | Fandom,0.4063161015510559
3,https://static.wikia.nocookie.net/obluda/images/e/eb/Suk.png/revision/latest?cb=20121111094004,Jan Suk | Naoki Urasawa's Monster Wiki | Fandom,0.4957561194896698
4,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoHCBISEhISERUSGBgYERIREhISERIREhISGRgZGRgYGBgcIS4lHB4rHxgYJjgmKy8xNTU1GiQ7QDs0Py40NTEBDAwMEA8QGBIRGjQdGB0xMTE0MTE0MTE0NDQ0NDY0PzE/ND8xMTExPzQ/MTQxMTQxMTExMTExMTExMTExMTExMf/AABEIALgBEQMBIgACEQEDEQH/xAAbAAABBQEBAAAAAAAAAAAAAAAAAQIDBAUGB//EADsQAAIBAgMFBAcGBgMBAAAAAAABAgMRBCExBRJBUXFhgbHREyIyUpGSoRRCU3LB8AYjM2Jz4RU0giT/xAAYAQADAQEAAAAAAAAAAAAAAAAAAQIDBP/EAB8RAQEBAQACAwEBAQAAAAAAAAABEQISQRMhMVFhQv/aAAwDAQACEQMRAD8A8oor1V0HjaPsx6EhCyJCoEKhAChYBgoWBCiBLCpAKgEWMBQ9JUhHm/guJ30YxjCMV6sUklpd9rOW/hzDJSlWn7EF8ZPRE2Oxc6k996fdSlayMettXPp0U5NZ2TXNa/AiqUI1F6rt0y+KMPD7QqQ43XBPNfEvYfaF5XStleSb16EeNPYj3PQqtNqz3FFdZPUzcr9Evia215p021xlT8WYbnf4t+XgVympG7/ouXawjrln/dw7hq/3bi+3oOlPg3bsWvxKyF9tLB4pxtfPh+ZcuqN3CYmMleNmuPYcjHsj3tuT8C1h8VUpy3ktfaVnaXb1I65XK6+FVPJrwIMRh1rGxXw2IjUV1dO2aeTRNcizFK0W1ppxT4PyJlPmQYmErXjqtHx/2VaO0fu1FprzXcOSlWmkNlBcvhkys1vK9Ofc3dFeeKqU368b9vB94YPpblWUdfqrMmpzjJXVmU4bRp1MpZPlJZfEWdGMfXpycemcWGDUuIo3WSy4o5PbeyfRv0kF6kny9l8jqYYpxtvrL345xGYiUXF3tKEsnx3b8SubYK4DdEaNTaOzvR1GlnF5xfNFT7Ozo5uxnipYa0W3h2K8O0itLKygJbfu4C0Yko+zHoPGUfZj0JAAFQJCiACwoCAAAABDoq40u7Lp71WmnpvXfRZvwFacbdaChSp0Vy36nbJ6L4FNpcEur0JMRUc5y7ZNt9nBEertwRJ0U6W80tLtLJW6jajkptpOzbtbVLRfQt0JWmv/AF4M08Fs6U7NLLmK1XM1mOlUqRS0s136O5cw38PzlrfvyyOjw2z4U+182XCL1/FziMGl/D6WrXiWaexKa5/BGqAvKqnMUo7Lprh9ST7BS9xd5ZAWjIoLBqnfdV462+9HtTK+JbppS1i3a+ln2muQYnDKpGS0umgFjJhioS4265DcRRhPOS6SjqjG2phalGSjJ2vnFrSXkyGji6kdJN/vkypyztxoTwso505by/tyku4ZDaE1lJJ81IqT2i/vKz5q6Yj2gp5ScZdrVpfEeFqzVdKednB9ivH4FdV50/Zlly1i+q4EMp+67rldXQRmn5FYWrCxt816rfbeLCeIa9nvj91kDguQlmugYWnqe9HdlondX1i+RIsLHdTRA1xJadbdy4PxHDlQTp2K9Ra9GXK00Uqk9ejLDBAN8ACSh7MehKR0PZj0JSkAUARIACggMWAcAEaXtntx35LXdUF1k7eFylYsYWdpRjzmm+5PzFTaTW6rL982FBZCTz3vlXfqOpPXq/pkSael7V+St8Ts9nK1OHQ47DQupdcvgdlgf6dP8qI6a8xYYAIZrKACAAKAAAFwAApbVwKrU3His4vkziatB05NPKSds9H2HoZk7Z2aqkXOK9ZZ/m/2Xz0nrnXJqSeTXcRzw8Xy7h0qednw7mhJprP6rX/Zow/Eaw7Wku6SuO9G+MU/ytotYOjKpJRSz7NDp8JsmnTjeorvi28kK9Yuc65GMlH3l2SJEzodq7Mpzp+kpZNapaNccjmX6rs1btXsvyCXS65xKDQXGzefcMliFpRTy5PuIK1FWfR+BXw+Id2uF+bRYnUyeXB8ewetJI5rcXJAG+v2xQ2ngo+zHoiUioezHoTJFsCCggQjOEsLYVIBhLC2HJC2Azd0I5T3uVmSKIriIL8Z304zXhckoeyu/wATOoVHGST0ck78maFJ2j8fEmhfwccl2t+J1mDyik/2+JyVCtCnub8ktGdVRxVOdnCSlpnF3I6acrYSdtRSOtDesZtFfG4+FOO88+SWrfIzIbfk3nBW6tGjiMDCS3p3dlonbqZar0ItqNK9sryZckTbV+nteMtIS6KzLdPEOWkJrtdkVMLiG1aNK3SyNCEm9Y277isOHIUAJMAAAGHtnZG/epBetq0uPQ51U5Xs1xsd8ypPAwc1Oyute1lzpN5lVdiYD0cN6S9Z/RFfbOMd9yOi9q3Fmtiqvo4Sa5WXU5Wpe978bu+fwCfZX6jX2LiN68G7qSuu18foY+1sL6OpKPDVdGaeCpwvGpTejSnF6p6Ow7+JsPeMai1XqvoP2LNjmkrDZP1l0Y9O+ZHOVnflCTLjJBQm19eBZdR2fR+BlRxaXBkv26Nnk9GPF81l+k/eQFf0i7QK8VeUWKNRKMehLCabyIaVOLjHN6E9Kla76FWOeU+w5IEhyRKiJDkhVEckIyJCpC2HJADbC2HWCwgSxLRqOPq655cMxtgsBr8Nn78t6o237q0Rp7NqRoy9SK7b+ZnYLFX9WXc/Mues8oJZe1KWUY9eYrNPcdZhcTGorx71xROcX/DeNqOtNOScVe7Ssmr2yO0M+ucac9bEWJvuSS4qxnYXZm7eUld3uk9DWI6s3HNK648xaeIaNKvOW7DcSWrSbSfIj2pUlh6cpTqx3lutR3NU3bIv4PFJezbPVcSHaVBV5Rcksk1Zq9+RcvPtF5636Q7NrVKlNTaWrTtlZotkeFp+jhuLS7elrtkhHVnpfMvsCCgSYAAAGVIKStJXRzu0sKqc0k8nmlxRr4/aEaaaWbOenUlUe9J3bL5ielzZLaqX4bruau1UnQnf3U11KWyMO7uT08SL+IMav6cX2y/QL90tyObjlJrg/WX6ojm9eyMl9ULPJ9+9H9URYiVnNc4XRpGSGEFyJ1RjbTgzNh6TgyW9a2vB8B4qVR3F2gQ2nzAeX+nv+NKhR3oQUfcjfIfOi4mnsjC/yoTfuLwKuK49S5f1l45iokOQqQ5RIVhthyQthUhGEhbCpCgCWAUAAABQASNzZ2Jap2ye8mnf4GIamC/px6fqBpcJR3Jerq1bLLI7SMN2MU/dXgc/sbDekqx5LN9EdHVldvr9DLq605mGAMcW3e+QkZ5tciVFUFyQ8AAAAAQAAAAEWIlaEmtbZEoypG8WuxjgrkcTJvevxL+zMH6R7z9lfXsKVeObT5/qdNhoRp01pZRuy7+Ik2o8fiVSp+ra7Vor9TjMTOUpOT9pPM18diXUqN8Fkl4mfiIfeXf2ofMT0q1FddM0U8erRUl7tu793LkZK7j8OhDWp70GuTz6cfoVGahDEv3WT/a3b2XoVoT3cmnlxSLEcTG1rPR8CsXzWT6d8n8QGen/AHYB5/itjs9nf9an/jj4GTiVm+ps7LX/AM9P/HHwMfFay6intPXpXih6QRQ9IREsKgFAAABoQAAKMEFAWwGC/gJ3W7yzXQoWJKU92Sf7sIO72VQdOF3q9ezsJ6mJhH2pI5pY+o4q0rqy7HbqQTqOXFpkeK/J0z2jS976MpV9or0kHHRZN80YcaUVzfa2y1g8K5ySXxFeYJddTGV0mtGrjiPD09yKjfQkJVAAABgAAABGKAg5Lacd11LcL+Y2ltOpOmoNO3d4lnbELTqLnfwM/DRtCPRGs/GdW8JhZVMo66stvZFTs+Jb2LT9Vy7jVJtqpz/XLT/h+baaya/uRBPYdZNtK+Wa5nYNCwg5aZLmPm0rzHE4TYVWc3HdtzcrJJdRmO2dKldTilk7O2p6BGCjoZG3MXTcJU7KTs//AC+ptGduPLd3sX0AmtH3fqwAtdPsv/rUv8cfAycT7UjU2W//AJ6X+OPgZldZy6hPauvSBIUEKSQABRAAAAACFSFigMJBYekKogDLDoxHWHRQgs4Of3e9FmUE/jcowys+TL6BSSjSc3aKOg2fhPRq71f0MTA15xe7C129eJuU6NRq8pvoiKfK4BHGkucvmY9Lr3krKAAAAAAAAAkpJK7CBz22f6kun6FDDxuorsRZ2jXU5yYmyqO9KK7zT0z9uiwFLcpxXZcnBLIkhC9m/h5kyaq9ZDYQcs+Hj/olnOMVeTSSExNeNNOUnbxfQ5jaG0ZVHlkuXmayYy661a2hthyvGGS0b4sxasrp9GJcSpo+j8CkVyoDQAOn2U/5FL8kSjiI5z6/qWtly/kUvyRG42Nr9rH6q7fxn2FsKBnpksAoJAILAkOSHxiIGJEkYjlAfGAtUYoC2JrDXENCOw6MR1h0UAOjEnpPhyI4oelxQtFiaFScHvQtf+5XRL9urvWb7kV0zX2PhVK8pLTQdEhmCVeTvvTa5yeRuwTsrixVgIt1cgAAEYAbOpGKvJ2MjHbajHKL7/IclK1q168YK8nbxMPH7Rc/VjkvEz/tLqNyd+r4iMqRN6R1Fe3U39i0bJz7kYkKe9OKX7udfgMLuRiny05FXnUS59padO+b7l5iY3FwpxvLXguLDGYqNKN3rwXM5TF4qVSTlLu7FyLkwr1pcbjJVJXb6LgitcBGxoKRTldO2lnmLr08R0vZfRgHI2AUADodmf0aX5IlratNRgmnd3+BR2bL+VS/JEnx8su8r/mi/sZ4AKkZLJYeoipEiQlQkYj4xFjEmhAm08MjEekPURyiLTxHYHEl3RskII90EhzQJFA5EsBkUPiLQfOFmu1XOg2Ov5fec9ip2S+JY2ftCUFe2X0Ks2JnWV1Ihkf80vdXxKmI/iLdyilf4k+FaeUdDJpZsysftynTyj60uzMw8TtGpUV5SduSeRk1My+eP6i9L2M2rUqPWxXoUXN3fe2QUGk/W08DXglb1dB2YndCVhwFjDUr+s+5fqOTRbi9sTDfzFJ62duw3sViI04b0u5c2Z2ykk5SeiRl7VxrqTdtFkuhSdV8bipVJOT55diK4MASQYvW6eP+hs5Xe6u8lWgAo2Wj6MUSWj6MQcmAAAbezf6VP8kR2Indd7I9nP8AlUvyRFlnfqXfynP2Ikh6iCiPSMViKHxiEIE0IE2qkEYksYhGJIkK1REhbC2ARksNaHiMISJoRD2htiiOiPiNSHRJNX2pUtboO2XU9Rt8xu0VF2u/uibOaVNptam3P4xv6tV3G17Jdxi1p70v0LWPxGW6irh/Wd3wRQXUrQKc2W5yyKc2NRrZdwEpetbOKSvzV+RQbNfBVY0qDnJ+1Lq+Q/HU7i3h4b7vwWvay+iDCzhKCcGrcLElWe7FvsFmJt0lfHbsXTjq85dORQbK+Km4rf1ad335FSmqlTV2XwQguzxEU7Xu+SzElOT0yvw1feEKcaa7fqySEeL14gWkpw3V4jwC4jKNlo+jBzQyc8nk9Hw7ADlgGb/ZL4AINTBYumqcE5wTUYppyimh/wBrpZ+vDX34gBrn1haFi6Xvw+eI6OLpfiQ+aPmKBPhFeVTRxlH8Sn88fMkWNo/i0/nj5gAvjivKnrHUPxafzx8x3/IUPxafzx8wAXxQ/Oj/AJCh+LT+ePmJ9vo/i0/nh5gAfFB50fb6P4tP54+Yn2+j+LT+ePmAC+KH5014+j+LT+ePmIsdR/Ep/PHzAB/HE+VPW0KH4tP5o+Y57Qofi0/nj5gA/jhedZ218RSqOO7VhpwlF/qJgsTThBp1Kd7+/HzEAuTE2mVq9KV2qkfmj5lShjYwftRfSSAAwtaH22m17cOm9EryxVP34fMgAMVpjxMPfh8yK2JxafqqS3VmkmrJvUAGVqfZm1fRSVpRtxTkrM6GvtWhK1qlPS/twv4igFSp4nHUZQkvSQ09+PmGFx9FQSdSCaT1nHzABYDo4+i3d1KfJevHJfEk/wCQofi0/nj5gAYEEtqU27RnTXOTnG3cuI6OLw/GrBvtnHwuAC8YEqx9DhVp/PHzGyx9Cz/m09H9+PmAB4wOY9ND3kAAHjA//9k=",Monster (TV) - Anime News Network,0.5801386833190918
5,https://static.wikia.nocookie.net/obluda/images/b/b8/Messener.png/revision/latest?cb=20121110004903,Detective Messener | Naoki Urasawa's Monster Wiki | Fandom,0.5632006525993347
6,https://static.wikia.nocookie.net/obluda/images/3/3e/Detective_Suk.png/revision/latest?cb=20191106195032,Detective Suk | Naoki Urasawa's Monster Wiki | Fandom,0.5958513021469116
7,https://static.wikia.nocookie.net/obluda/images/3/3f/Vlcsnap-2012-11-09-15h32m02s72.png/revision/latest?cb=20121110005116,Michael Müller | Naoki Urasawa's Monster Wiki | Fandom,0.47041741013526917
8,https://cdn.myanimelist.net/r/360x360/images/characters/16/294030.jpg?s=38f762d53cb31b601dc45b9cb4a51b3d,Detective (Monster) - MyAnimeList.net,0.4591878652572632
9,https://cdn.myanimelist.net/images/characters/2/294029.jpg,Detective (Monster) - MyAnimeList.net,0.4591878652572632
